%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1405689228201766346,1476,1405689228201766346,ardrone_base_link,0.0651358425344,0.00957355062913,-0.00392141147972,0.997822775686,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.000250115990639,-0.0052241794765,-0.00399494543672,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.192636564374,-0.301320436969,9.71458449364,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689228202165937,1477,1405689228202165937,ardrone_base_link,0.0651272190492,0.00957301651197,-0.00393003548892,0.997823309767,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.00279501453042,-0.00499507086352,-0.00456842873245,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.192233097926,-0.30194849968,9.7175822258,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689228202882425,1478,1405689228202882425,ardrone_base_link,0.0651272190492,0.00957301651197,-0.00393003548892,0.997823309767,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.00232908129692,-0.00503519922495,-0.00429112277925,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.192657337338,-0.301966717094,9.69250338078,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689228203325074,1479,1405689228203325074,ardrone_base_link,0.0651186790894,0.00957191426777,-0.00394736731967,0.997823809288,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.00477276742458,-0.00494821369648,-0.00431176740676,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.192927823961,-0.30213636905,9.67006011009,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689228239189915,1480,1405689228239189915,ardrone_base_link,0.0651099679012,0.00957194872865,-0.00394728375495,0.997824377748,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.00263909250498,-0.00246147811413,-0.00433610286564,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.192218567804,-0.303000619262,9.67573605776,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689228239825074,1481,1405689228239825074,ardrone_base_link,0.0651012608602,0.00957198317238,-0.00394720022975,0.997824945861,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.000729769468307,-0.00342524447478,-0.00420155003667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.19083375223,-0.30408831574,9.70233187675,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689228240408672,1482,1405689228240408672,ardrone_base_link,0.0650925538142,0.00957201761537,-0.00394711670426,0.997825513898,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.00121999543626,-0.00225747004151,-0.0042913928628,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.16716224812,-0.304296958074,9.72289601564,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689228240975721,1483,1405689228240975721,ardrone_base_link,0.0650925538142,0.00957201761537,-0.00394711670426,0.997825513898,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.000156365334988,-0.00114382058382,-0.00296247936785,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.144957035966,-0.303562967852,9.71707286835,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689228241566410,1484,1405689228241566410,ardrone_base_link,0.0650838467633,0.00957205205764,-0.00394703317846,0.997826081859,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.00143225491047,-0.00468123331666,-0.00338358082809,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.150239000097,-0.303303013742,9.71413238049,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689228242377292,1485,1405689228242377292,ardrone_base_link,0.0650839302942,0.00957148408335,-0.00395574101023,0.997826047376,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.004250459373,0.000568073242903,-0.00139009486884,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.152694371715,-0.303305039927,9.71600333452,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
