%time,field.header.seq,field.header.stamp,field.header.frame_id,field.batteryPercent,field.state,field.magX,field.magY,field.magZ,field.pressure,field.temp,field.wind_speed,field.wind_angle,field.wind_comp_angle,field.rotX,field.rotY,field.rotZ,field.altd,field.vx,field.vy,field.vz,field.ax,field.ay,field.az,field.motor1,field.motor2,field.motor3,field.motor4,field.tags_count,field.tm
1405689220705959706,0,1405689220705959706,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.423000007868,1.18299996853,8.21800041199,0,0.0,-0.0,-0.0,-0.0154622960836,-0.0266559142619,0.991736531258,0,0,0,0,0,781909376.0
1405689220710131698,1,1405689220710131698,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.423000007868,1.18200004101,8.21599960327,0,0.0,-0.0,-0.0,-0.015441512689,-0.0270191188902,0.991421341896,0,0,0,0,0,781914752.0
1405689220711472035,2,1405689220711472035,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.42199999094,1.18099999428,8.21599960327,0,0.0,-0.0,-0.0,-0.0177075695246,-0.0269714314491,0.991647660732,0,0,0,0,0,781919424.0
1405689220712720257,3,1405689220712720257,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.421000003815,1.18099999428,8.21599960327,0,0.0,-0.0,-0.0,-0.0199770051986,-0.0271179359406,0.991653978825,0,0,0,0,0,781924352.0
1405689220714024396,4,1405689220714024396,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.419999986887,1.18099999428,8.21500015259,0,0.0,-0.0,-0.0,-0.0194583591074,-0.0271561145782,0.991651773453,0,0,0,0,0,781929344.0
1405689220715735797,5,1405689220715735797,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.418999999762,1.18099999428,8.21500015259,0,0.0,-0.0,-0.0,-0.0192734915763,-0.0295142233372,0.991518497467,0,0,0,0,0,781934336.0
1405689220717049271,6,1405689220717049271,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.418999999762,1.18200004101,8.21500015259,0,0.0,-0.0,-0.0,-0.0195194650441,-0.0317913852632,0.991433262825,0,0,0,0,0,781939328.0
1405689220718310383,7,1405689220718310383,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.418999999762,1.18200004101,8.21500015259,0,0.0,-0.0,-0.0,-0.0194497071207,-0.0312585793436,0.991455733776,0,0,0,0,0,781944384.0
1405689220719667168,8,1405689220719667168,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.418000012636,1.18299996853,8.21500015259,0,0.0,-0.0,-0.0,-0.0193118602037,-0.0310475472361,0.993854701519,0,0,0,0,0,781949376.0
1405689220720312319,9,1405689220720312319,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.418000012636,1.18299996853,8.21399974823,0,0.0,-0.0,-0.0,-0.0191401857883,-0.0312629193068,0.996185481548,0,0,0,0,0,781954304.0
1405689220749649301,10,1405689220749649301,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.418000012636,1.18400001526,8.21399974823,0,0.0,-0.0,-0.0,-0.0191037449986,-0.031174601987,0.9955971241,0,0,0,0,0,781959360.0
1405689220750269639,11,1405689220750269639,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.418000012636,1.18400001526,8.21300029755,0,0.0,-0.0,-0.0,-0.0167600624263,-0.0311006009579,0.995235860348,0,0,0,0,0,781964352.0
1405689220750780335,12,1405689220750780335,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.418000012636,1.18299996853,8.21300029755,0,0.0,-0.0,-0.0,-0.0144784748554,-0.0310075730085,0.995355963707,0,0,0,0,0,781969280.0
1405689220751357384,13,1405689220751357384,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.418999999762,1.18200004101,8.21300029755,0,0.0,-0.0,-0.0,-0.0150642432272,-0.0309733282775,0.995323717594,0,0,0,0,0,781974400.0
1405689220752225053,14,1405689220752225053,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.419999986887,1.18099999428,8.21300029755,0,0.0,-0.0,-0.0,-0.0154120987281,-0.0309131108224,0.995340585709,0,0,0,0,0,781980800.0
1405689220752702419,15,1405689220752702419,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.421000003815,1.18099999428,8.21300029755,0,0.0,-0.0,-0.0,-0.0153387309983,-0.0308340936899,0.995318830013,0,0,0,0,0,781984320.0
1405689220753338599,16,1405689220753338599,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.42199999094,1.17900002003,8.21199989319,0,0.0,-0.0,-0.0,-0.0154867162928,-0.0307559743524,0.995333969593,0,0,0,0,0,781989312.0
1405689220754873517,17,1405689220754873517,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.42199999094,1.1779999733,8.21199989319,0,0.0,-0.0,-0.0,-0.0155754638836,-0.0306772682816,0.995331048965,0,0,0,0,0,781994368.0
1405689220755252295,18,1405689220755252295,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.42199999094,1.17700004578,8.21199989319,0,0.0,-0.0,-0.0,-0.0156669374555,-0.0306309778243,0.995327651501,0,0,0,0,0,781999296.0
1405689220755751793,19,1405689220755751793,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.423999994993,1.17499995232,8.2110004425,0,0.0,-0.0,-0.0,-0.0180007573217,-0.030665224418,0.995383560658,0,0,0,0,0,782004352.0
1405689220771607586,20,1405689220771607586,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.425999999046,1.17499995232,8.21000003815,0,0.0,-0.0,-0.0,-0.0202793180943,-0.0307465828955,0.995434045792,0,0,0,0,0,782009344.0
1405689220772175628,21,1405689220772175628,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.426999986172,1.17499995232,8.21000003815,0,0.0,-0.0,-0.0,-0.0197250600904,-0.0308112800121,0.995421350002,0,0,0,0,0,782014272.0
1405689220773047074,22,1405689220773047074,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.428000003099,1.1740000248,8.21000003815,0,0.0,-0.0,-0.0,-0.0194150973111,-0.0308618564159,0.995414495468,0,0,0,0,0,782019328.0
1405689220775308606,23,1405689220775308606,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.428000003099,1.17299997807,8.21000003815,0,0.0,-0.0,-0.0,-0.0194916464388,-0.0285877808928,0.995524764061,0,0,0,0,0,782024384.0
1405689220776917813,24,1405689220776917813,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.428000003099,1.17299997807,8.20899963379,0,0.0,-0.0,-0.0,-0.0193438157439,-0.0263438411057,0.99562805891,0,0,0,0,0,782029312.0
1405689220777556755,25,1405689220777556755,ardrone_base_link,42.0,2,0,0,0,0,0,0.0,0.0,0.0,-0.428999990225,1.1740000248,8.20899963379,0,0.0,-0.0,-0.0,-0.019391791895,-0.026853909716,0.993213474751,0,0,0,0,0,782034432.0
