%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1405689314914927959,0.0,0.0,0.0,1.0,1.0,0.0
1405689314924705028,0.0,0.0,0.0,1.0,1.0,0.0
1405689314934902906,0.0,0.0,0.0,1.0,1.0,0.0
1405689314944833993,0.0,0.0,0.0,1.0,1.0,0.0
1405689314955106019,0.0,0.0,0.0,1.0,1.0,0.0
1405689314964523077,0.0,0.0,0.0,1.0,1.0,0.0
1405689314974656105,0.0,0.0,0.0,1.0,1.0,0.0
1405689314984697103,0.0,0.0,0.0,1.0,1.0,0.0
1405689314995053052,0.0,0.0,0.0,1.0,1.0,0.0
1405689315004785060,0.0,0.0,0.0,1.0,1.0,0.0
1405689315014615058,0.0,0.0,0.0,1.0,1.0,0.0
1405689315024780035,0.0,0.0,0.0,1.0,1.0,0.0
1405689315034693002,0.0,0.0,0.0,1.0,1.0,0.0
1405689315044701099,0.0,0.0,0.0,1.0,1.0,0.0
1405689315054840087,0.0,0.0,0.0,1.0,1.0,0.0
1405689315064604043,0.0,0.0,0.0,1.0,1.0,0.0
1405689315074568033,0.0,0.0,0.0,1.0,1.0,0.0
1405689315084614992,0.0,0.0,0.0,1.0,1.0,0.0
1405689315094727993,0.0,0.0,0.0,1.0,1.0,0.0
1405689315104741096,0.0,0.0,0.0,1.0,1.0,0.0
1405689315114729881,0.0,0.0,0.0,1.0,1.0,0.0
1405689315124641895,0.0,0.0,0.0,1.0,1.0,0.0
1405689315135109901,0.0,0.0,0.0,1.0,1.0,0.0
1405689315144726991,0.0,0.0,0.0,1.0,1.0,0.0
1405689315155040025,0.0,0.0,0.0,1.0,1.0,0.0
1405689315164369106,0.0,0.0,0.0,1.0,1.0,0.0
1405689315174444913,0.0,0.0,0.0,1.0,1.0,0.0
1405689315184968948,0.0,0.0,0.0,1.0,1.0,0.0
1405689315194829940,0.0,0.0,0.0,1.0,1.0,0.0
1405689315204797983,0.0,0.0,0.0,1.0,1.0,0.0
1405689315214617013,0.0,0.0,0.0,1.0,1.0,0.0
1405689315224502086,0.0,0.0,0.0,1.0,1.0,0.0
1405689315234836101,0.0,0.0,0.0,1.0,1.0,0.0
1405689315244716882,0.0,0.0,0.0,1.0,1.0,0.0
1405689315254714965,0.0,0.0,0.0,1.0,1.0,0.0
1405689315264432907,0.0,0.0,0.0,1.0,1.0,0.0
1405689315274929046,0.0,0.0,0.0,1.0,1.0,0.0
1405689315284861087,0.0,0.0,0.0,1.0,1.0,0.0
1405689315294775962,0.0,0.0,0.0,1.0,1.0,0.0
1405689315304649114,0.0,0.0,0.0,1.0,1.0,0.0
1405689315314693927,0.0,0.0,0.0,1.0,1.0,0.0
1405689315324773073,0.0,0.0,0.0,1.0,1.0,0.0
1405689315334582090,0.0,0.0,0.0,1.0,1.0,0.0
1405689315344994068,0.0,0.0,0.0,1.0,1.0,0.0
1405689315355010032,0.0,0.0,0.0,1.0,1.0,0.0
1405689315364623069,0.0,0.0,0.0,1.0,1.0,0.0
1405689315374538898,0.0,0.0,0.0,1.0,1.0,0.0
1405689315384438991,0.0,0.0,0.0,1.0,1.0,0.0
1405689315394691944,0.0,0.0,0.0,1.0,1.0,0.0
1405689315404622077,0.0,0.0,0.0,1.0,1.0,0.0
1405689315415067911,0.0,0.0,0.0,1.0,1.0,0.0
1405689315424741983,0.0,0.0,0.0,1.0,1.0,0.0
1405689315435044050,0.0,0.0,0.0,1.0,1.0,0.0
1405689315444850921,0.0,0.0,0.0,1.0,1.0,0.0
1405689315455009937,0.0,0.0,0.0,1.0,1.0,0.0
1405689315464710950,0.0,0.0,0.0,1.0,1.0,0.0
1405689315474725008,0.0,0.0,0.0,1.0,1.0,0.0
1405689315484428882,0.0,0.0,0.0,1.0,1.0,0.0
1405689315494441032,0.0,0.0,0.0,1.0,1.0,0.0
1405689315504697084,0.0,0.0,0.0,1.0,1.0,0.0
1405689315514492988,0.0,0.0,0.0,1.0,1.0,0.0
1405689315524818897,0.0,0.0,0.0,1.0,1.0,0.0
1405689315534838914,0.0,0.0,0.0,1.0,1.0,0.0
1405689315544547080,0.0,0.0,0.0,1.0,1.0,0.0
1405689315554706096,0.0,0.0,0.0,1.0,1.0,0.0
1405689315564752101,0.0,0.0,0.0,1.0,1.0,0.0
1405689315574979066,0.0,0.0,0.0,1.0,1.0,0.0
1405689315584748983,0.0,0.0,0.0,1.0,1.0,0.0
1405689315594585895,0.0,0.0,0.0,1.0,1.0,0.0
1405689315604559898,0.0,0.0,0.0,1.0,1.0,0.0
1405689315614861011,0.0,0.0,0.0,1.0,1.0,0.0
1405689315624754905,0.0,0.0,0.0,1.0,1.0,0.0
1405689315634779930,0.0,0.0,0.0,1.0,1.0,0.0
1405689315644670009,0.0,0.0,0.0,1.0,1.0,0.0
1405689315654964923,0.0,0.0,0.0,1.0,1.0,0.0
1405689315664721012,0.0,0.0,0.0,1.0,1.0,0.0
1405689315674557924,0.0,0.0,0.0,1.0,1.0,0.0
1405689315684973955,0.0,0.0,0.0,1.0,1.0,0.0
1405689315694449901,0.0,0.0,0.0,1.0,1.0,0.0
1405689315704456090,0.0,0.0,0.0,1.0,1.0,0.0
1405689315714561939,0.0,0.0,0.0,1.0,1.0,0.0
1405689315724406003,0.0,0.0,0.0,1.0,1.0,0.0
1405689315734988927,0.0,0.0,0.0,1.0,1.0,0.0
1405689315744748115,0.0,0.0,0.0,1.0,1.0,0.0
1405689315754731893,0.0,0.0,0.0,1.0,1.0,0.0
1405689315764744043,0.0,0.0,0.0,1.0,1.0,0.0
1405689315774488925,0.0,0.0,0.0,1.0,1.0,0.0
1405689315784740924,0.0,0.0,0.0,1.0,1.0,0.0
1405689315794491052,0.0,0.0,0.0,1.0,1.0,0.0
1405689315804925918,0.0,0.0,0.0,1.0,1.0,0.0
1405689315814759016,0.0,0.0,0.0,1.0,1.0,0.0
1405689315824675083,0.0,0.0,0.0,1.0,1.0,0.0
1405689315834580898,0.0,0.0,0.0,1.0,1.0,0.0
1405689315844633102,0.0,0.0,0.0,1.0,1.0,0.0
1405689315855034112,0.0,0.0,0.0,1.0,1.0,0.0
1405689315864660978,0.0,0.0,0.0,1.0,1.0,0.0
1405689315874577045,0.0,0.0,0.0,1.0,1.0,0.0
1405689315884798049,0.0,0.0,0.0,1.0,1.0,0.0
1405689315894689083,0.0,0.0,0.0,1.0,1.0,0.0
1405689315904560089,0.0,0.0,0.0,1.0,1.0,0.0
1405689315914550065,0.0,0.0,0.0,1.0,1.0,0.0
1405689315924627065,0.0,0.0,0.0,1.0,1.0,0.0
1405689315935053110,0.0,0.0,0.0,1.0,1.0,0.0
1405689315944678068,0.0,0.0,0.0,1.0,1.0,0.0
1405689315954993963,0.0,0.0,0.0,1.0,1.0,0.0
1405689315964728116,0.0,0.0,0.0,1.0,1.0,0.0
1405689315974493026,0.0,0.0,0.0,1.0,1.0,0.0
1405689315984422922,0.0,0.0,0.0,1.0,1.0,0.0
1405689315994669914,0.0,0.0,0.0,1.0,1.0,0.0
1405689316004770994,0.0,0.0,0.0,1.0,1.0,0.0
1405689316014659881,0.0,0.0,0.0,1.0,1.0,0.0
1405689316024652957,0.0,0.0,0.0,1.0,1.0,0.0
1405689316035051107,0.0,0.0,0.0,1.0,1.0,0.0
1405689316044575929,0.0,0.0,0.0,1.0,1.0,0.0
1405689316054465055,0.0,0.0,0.0,1.0,1.0,0.0
1405689316064629077,0.0,0.0,0.0,1.0,1.0,0.0
1405689316074754953,0.0,0.0,0.0,1.0,1.0,0.0
1405689316084640979,0.0,0.0,0.0,1.0,1.0,0.0
1405689316094362020,0.0,0.0,0.0,1.0,1.0,0.0
1405689316104686021,0.0,0.0,0.0,1.0,1.0,0.0
1405689316115051984,0.0,0.0,0.0,1.0,1.0,0.0
1405689316124795913,0.0,0.0,0.0,1.0,1.0,0.0
1405689316134596109,0.0,0.0,0.0,1.0,1.0,0.0
1405689316144769906,0.0,0.0,0.0,1.0,1.0,0.0
1405689316154920101,0.0,0.0,0.0,1.0,1.0,0.0
1405689316164679050,0.0,0.0,0.0,1.0,1.0,0.0
1405689316174868106,0.0,0.0,0.0,1.0,1.0,0.0
1405689316184782028,0.0,0.0,0.0,1.0,1.0,0.0
1405689316195038080,0.0,0.0,0.0,1.0,1.0,0.0
1405689316204791069,0.0,0.0,0.0,1.0,1.0,0.0
1405689316214942932,0.0,0.0,0.0,1.0,1.0,0.0
1405689316224788904,0.0,0.0,0.0,1.0,1.0,0.0
1405689316234775066,0.0,0.0,0.0,1.0,1.0,0.0
1405689316244662046,0.0,0.0,0.0,1.0,1.0,0.0
1405689316254971027,0.0,0.0,0.0,1.0,1.0,0.0
1405689316264672040,0.0,0.0,0.0,1.0,1.0,0.0
1405689316274682044,0.0,0.0,0.0,1.0,1.0,0.0
1405689316284634113,0.0,0.0,0.0,1.0,1.0,0.0
1405689316295325994,0.0,0.0,0.0,1.0,1.0,0.0
1405689316304419040,0.0,0.0,0.0,1.0,1.0,0.0
1405689316315025091,0.0,0.0,0.0,1.0,1.0,0.0
1405689316324691057,0.0,0.0,0.0,1.0,1.0,0.0
1405689316334863901,0.0,0.0,0.0,1.0,1.0,0.0
1405689316344569921,0.0,0.0,0.0,1.0,1.0,0.0
1405689316354958057,0.0,0.0,0.0,1.0,1.0,0.0
1405689316364604949,0.0,0.0,0.0,1.0,1.0,0.0
1405689316374614953,0.0,0.0,0.0,1.0,1.0,0.0
1405689316384625911,0.0,0.0,0.0,1.0,1.0,0.0
1405689316394803047,0.0,0.0,0.0,1.0,1.0,0.0
1405689316404716968,0.0,0.0,0.0,1.0,1.0,0.0
1405689316415066957,0.0,0.0,0.0,1.0,1.0,0.0
1405689316424669981,0.0,0.0,0.0,1.0,1.0,0.0
1405689316435053110,0.0,0.0,0.0,1.0,1.0,0.0
1405689316444551944,0.0,0.0,0.0,1.0,1.0,0.0
1405689316455044984,0.0,0.0,0.0,1.0,1.0,0.0
1405689316464900970,0.0,0.0,0.0,1.0,1.0,0.0
1405689316474708080,0.0,0.0,0.0,1.0,1.0,0.0
1405689316484487056,0.0,0.0,0.0,1.0,1.0,0.0
1405689316494453907,0.0,0.0,0.0,1.0,1.0,0.0
1405689316504873991,0.0,0.0,0.0,1.0,1.0,0.0
1405689316514735937,0.0,0.0,0.0,1.0,1.0,0.0
1405689316524650096,0.0,0.0,0.0,1.0,1.0,0.0
1405689316534981012,0.0,0.0,0.0,1.0,1.0,0.0
1405689316544608116,0.0,0.0,0.0,1.0,1.0,0.0
1405689316554312944,0.0,0.0,0.0,1.0,1.0,0.0
1405689316564728021,0.0,0.0,0.0,1.0,1.0,0.0
1405689316575062036,0.0,0.0,0.0,1.0,1.0,0.0
1405689316584439992,0.0,0.0,0.0,1.0,1.0,0.0
1405689316595051050,0.0,0.0,0.0,1.0,1.0,0.0
1405689316604557037,0.0,0.0,0.0,1.0,1.0,0.0
1405689316614797115,0.0,0.0,0.0,1.0,1.0,0.0
1405689316624996900,0.0,0.0,0.0,1.0,1.0,0.0
1405689316634900093,0.0,0.0,0.0,1.0,1.0,0.0
1405689316644680023,0.0,0.0,0.0,1.0,1.0,0.0
1405689316654992103,0.0,0.0,0.0,1.0,1.0,0.0
1405689316664716005,0.0,0.0,0.0,1.0,1.0,0.0
1405689316674918889,0.0,0.0,0.0,1.0,1.0,0.0
1405689316684683084,0.0,0.0,0.0,1.0,1.0,0.0
1405689316694802999,0.0,0.0,0.0,1.0,1.0,0.0
1405689316704574108,0.0,0.0,0.0,1.0,1.0,0.0
1405689316714721918,0.0,0.0,0.0,1.0,1.0,0.0
1405689316724746942,0.0,0.0,0.0,1.0,1.0,0.0
1405689316735053062,0.0,0.0,0.0,1.0,1.0,0.0
1405689316744446992,0.0,0.0,0.0,1.0,1.0,0.0
1405689316754903078,0.0,0.0,0.0,1.0,1.0,0.0
1405689316764811038,0.0,0.0,0.0,1.0,1.0,0.0
1405689316774905920,0.0,0.0,0.0,1.0,1.0,0.0
1405689316784706115,0.0,0.0,0.0,1.0,1.0,0.0
1405689316794797897,0.0,0.0,0.0,1.0,1.0,0.0
1405689316804388999,0.0,0.0,0.0,1.0,1.0,0.0
1405689316815026998,0.0,0.0,0.0,1.0,1.0,0.0
1405689316824713945,0.0,0.0,0.0,1.0,1.0,0.0
1405689316834702968,0.0,0.0,0.0,1.0,1.0,0.0
1405689316844659090,0.0,0.0,0.0,1.0,1.0,0.0
1405689316854826927,0.0,0.0,0.0,1.0,1.0,0.0
1405689316864562988,0.0,0.0,0.0,1.0,1.0,0.0
1405689316874422073,0.0,0.0,0.0,1.0,1.0,0.0
1405689316884659051,0.0,0.0,0.0,1.0,1.0,0.0
1405689316894958019,0.0,0.0,0.0,1.0,1.0,0.0
1405689316904371976,0.0,0.0,0.0,1.0,1.0,0.0
1405689316915009021,0.0,0.0,0.0,1.0,1.0,0.0
1405689316924586057,0.0,0.0,0.0,1.0,1.0,0.0
1405689316934806108,0.0,0.0,0.0,1.0,1.0,0.0
1405689316944315910,0.0,0.0,0.0,1.0,1.0,0.0
1405689316955054998,0.0,0.0,0.0,1.0,1.0,0.0
1405689316964580059,0.0,0.0,0.0,1.0,1.0,0.0
1405689316974581956,0.0,0.0,0.0,1.0,1.0,0.0
1405689316984760046,0.0,0.0,0.0,1.0,1.0,0.0
1405689316994553089,0.0,0.0,0.0,1.0,1.0,0.0
1405689317004606008,0.0,0.0,0.0,1.0,1.0,0.0
1405689317014956951,0.0,0.0,0.0,1.0,1.0,0.0
1405689317024771928,0.0,0.0,0.0,1.0,1.0,0.0
1405689317034744977,0.0,0.0,0.0,1.0,1.0,0.0
1405689317044503927,0.0,0.0,0.0,1.0,1.0,0.0
1405689317054474115,0.0,0.0,0.0,1.0,1.0,0.0
1405689317064732074,0.0,0.0,0.0,1.0,1.0,0.0
1405689317074979066,0.0,0.0,0.0,1.0,1.0,0.0
1405689317084593057,0.0,0.0,0.0,1.0,1.0,0.0
1405689317095006942,0.0,0.0,0.0,1.0,1.0,0.0
1405689317104657888,0.0,0.0,0.0,1.0,1.0,0.0
1405689317114743947,0.0,0.0,0.0,1.0,1.0,0.0
1405689317124778985,0.0,0.0,0.0,1.0,1.0,0.0
1405689317134840965,0.0,0.0,0.0,1.0,1.0,0.0
1405689317144619941,0.0,0.0,0.0,1.0,1.0,0.0
1405689317154650926,0.0,0.0,0.0,1.0,1.0,0.0
1405689317164617061,0.0,0.0,0.0,1.0,1.0,0.0
1405689317174938917,0.0,0.0,0.0,1.0,1.0,0.0
1405689317184581041,0.0,0.0,0.0,1.0,1.0,0.0
1405689317194714069,0.0,0.0,0.0,1.0,1.0,0.0
1405689317204444885,0.0,0.0,0.0,1.0,1.0,0.0
1405689317214942932,0.0,0.0,0.0,1.0,1.0,0.0
1405689317225014925,0.0,0.0,0.0,1.0,1.0,0.0
1405689317235008001,0.0,0.0,0.0,1.0,1.0,0.0
1405689317244734048,0.0,0.0,0.0,1.0,1.0,0.0
1405689317254920959,0.0,0.0,0.0,1.0,1.0,0.0
1405689317264760971,0.0,0.0,0.0,1.0,1.0,0.0
1405689317274769067,0.0,0.0,0.0,1.0,1.0,0.0
1405689317284504890,0.0,0.0,0.0,1.0,1.0,0.0
1405689317294821023,0.0,0.0,0.0,1.0,1.0,0.0
1405689317304462909,0.0,0.0,0.0,1.0,1.0,0.0
1405689317315133094,0.0,0.0,0.0,1.0,1.0,0.0
1405689317324636936,0.0,0.0,0.0,1.0,1.0,0.0
1405689317334980010,0.0,0.0,0.0,1.0,1.0,0.0
1405689317344768047,0.0,0.0,0.0,1.0,1.0,0.0
1405689317354516029,0.0,0.0,0.0,1.0,1.0,0.0
1405689317364743947,0.0,0.0,0.0,1.0,1.0,0.0
1405689317374459028,0.0,0.0,0.0,1.0,1.0,0.0
1405689317384735107,0.0,0.0,0.0,1.0,1.0,0.0
1405689317394747972,0.0,0.0,0.0,1.0,1.0,0.0
1405689317404313087,0.0,0.0,0.0,1.0,1.0,0.0
1405689317414849996,0.0,0.0,0.0,1.0,1.0,0.0
1405689317424561977,0.0,0.0,0.0,1.0,1.0,0.0
1405689317434966087,0.0,0.0,0.0,1.0,1.0,0.0
1405689317444520950,0.0,0.0,0.0,1.0,1.0,0.0
1405689317454652070,0.0,0.0,0.0,1.0,1.0,0.0
1405689317464603900,0.0,0.0,0.0,1.0,1.0,0.0
1405689317474965095,0.0,0.0,0.0,1.0,1.0,0.0
1405689317484482049,0.0,0.0,0.0,1.0,1.0,0.0
1405689317495023012,0.0,0.0,0.0,1.0,1.0,0.0
1405689317504513978,0.0,0.0,0.0,1.0,1.0,0.0
1405689317514744043,0.0,0.0,0.0,1.0,1.0,0.0
1405689317524693012,0.0,0.0,0.0,1.0,1.0,0.0
1405689317534733057,0.0,0.0,0.0,1.0,1.0,0.0
1405689317544591903,0.0,0.0,0.0,1.0,1.0,0.0
1405689317554615020,0.0,0.0,0.0,1.0,1.0,0.0
1405689317564673900,0.0,0.0,0.0,1.0,1.0,0.0
1405689317574953079,0.0,0.0,0.0,1.0,1.0,0.0
1405689317584712028,0.0,0.0,0.0,1.0,1.0,0.0
1405689317594933032,0.0,0.0,0.0,1.0,1.0,0.0
1405689317605057954,0.0,0.0,0.0,1.0,1.0,0.0
1405689317614942073,0.0,0.0,0.0,1.0,1.0,0.0
1405689317624713897,0.0,0.0,0.0,1.0,1.0,0.0
1405689317634840011,0.0,0.0,0.0,1.0,1.0,0.0
1405689317644659996,0.0,0.0,0.0,1.0,1.0,0.0
1405689317655003070,0.0,0.0,0.0,1.0,1.0,0.0
1405689317664679050,0.0,0.0,0.0,1.0,1.0,0.0
1405689317674721002,0.0,0.0,0.0,1.0,1.0,0.0
1405689317684725999,0.0,0.0,0.0,1.0,1.0,0.0
1405689317694612979,0.0,0.0,0.0,1.0,1.0,0.0
1405689317704672098,0.0,0.0,0.0,1.0,1.0,0.0
1405689317714803934,0.0,0.0,0.0,1.0,1.0,0.0
1405689317724786043,0.0,0.0,0.0,1.0,1.0,0.0
1405689317734400987,0.0,0.0,0.0,1.0,1.0,0.0
1405689317744716882,0.0,0.0,0.0,1.0,1.0,0.0
1405689317755062103,0.0,0.0,0.0,1.0,1.0,0.0
1405689317764731884,0.0,0.0,0.0,1.0,1.0,0.0
1405689317774595022,0.0,0.0,0.0,1.0,1.0,0.0
1405689317784718990,0.0,0.0,0.0,1.0,1.0,0.0
1405689317794697046,0.0,0.0,0.0,1.0,1.0,0.0
1405689317804527997,0.0,0.0,0.0,1.0,1.0,0.0
1405689317814635992,0.0,0.0,0.0,1.0,1.0,0.0
1405689317824498891,0.0,0.0,0.0,1.0,1.0,0.0
1405689317834574937,0.0,0.0,0.0,1.0,1.0,0.0
1405689317844400882,0.0,0.0,0.0,1.0,1.0,0.0
1405689317854866981,0.0,0.0,0.0,1.0,1.0,0.0
1405689317864485979,0.0,0.0,0.0,1.0,1.0,0.0
1405689317874496936,0.0,0.0,0.0,1.0,1.0,0.0
1405689317884670972,0.0,0.0,0.0,1.0,1.0,0.0
1405689317894608020,0.0,0.0,0.0,1.0,1.0,0.0
1405689317904475927,0.0,0.0,0.0,1.0,1.0,0.0
1405689317914640903,0.0,0.0,0.0,1.0,1.0,0.0
1405689317924731969,0.0,0.0,0.0,1.0,1.0,0.0
1405689317934508085,0.0,0.0,0.0,1.0,1.0,0.0
1405689317944391965,0.0,0.0,0.0,1.0,1.0,0.0
1405689317954699993,0.0,0.0,0.0,1.0,1.0,0.0
1405689317964380979,0.0,0.0,0.0,1.0,1.0,0.0
1405689317974554061,0.0,0.0,0.0,1.0,1.0,0.0
1405689317984349966,0.0,0.0,0.0,1.0,1.0,0.0
1405689317994663000,0.0,0.0,0.0,1.0,1.0,0.0
1405689318004384040,0.0,0.0,0.0,1.0,1.0,0.0
1405689318014744997,0.0,0.0,0.0,1.0,1.0,0.0
1405689318024542093,0.0,0.0,0.0,1.0,1.0,0.0
1405689318034337043,0.0,0.0,0.0,1.0,1.0,0.0
1405689318044478893,0.0,0.0,0.0,1.0,1.0,0.0
1405689318054883003,0.0,0.0,0.0,1.0,1.0,0.0
1405689318064726114,0.0,0.0,0.0,1.0,1.0,0.0
1405689318074987888,0.0,0.0,0.0,1.0,1.0,0.0
1405689318084671020,0.0,0.0,0.0,1.0,1.0,0.0
1405689318094937086,0.0,0.0,0.0,1.0,1.0,0.0
1405689318104631900,0.0,0.0,0.0,1.0,1.0,0.0
1405689318114778995,0.0,0.0,0.0,1.0,1.0,0.0
1405689318124636888,0.0,0.0,0.0,1.0,1.0,0.0
1405689318134713888,0.0,0.0,0.0,1.0,1.0,0.0
1405689318144788980,0.0,0.0,0.0,1.0,1.0,0.0
1405689318154391050,0.0,0.0,0.0,1.0,1.0,0.0
1405689318164680004,0.0,0.0,0.0,1.0,1.0,0.0
1405689318174906969,0.0,0.0,0.0,1.0,1.0,0.0
1405689318184643983,0.0,0.0,0.0,1.0,1.0,0.0
1405689318194935083,0.0,0.0,0.0,1.0,1.0,0.0
1405689318205140113,0.0,0.0,0.0,1.0,1.0,0.0
1405689318214534997,0.0,0.0,0.0,1.0,1.0,0.0
1405689318224680900,0.0,0.0,0.0,1.0,1.0,0.0
1405689318234812974,0.0,0.0,0.0,1.0,1.0,0.0
1405689318244688034,0.0,0.0,0.0,1.0,1.0,0.0
1405689318255026102,0.0,0.0,0.0,1.0,1.0,0.0
1405689318264709949,0.0,0.0,0.0,1.0,1.0,0.0
1405689318274367094,0.0,0.0,0.0,1.0,1.0,0.0
1405689318284763097,0.0,0.0,0.0,1.0,1.0,0.0
1405689318294744014,0.0,0.0,0.0,1.0,1.0,0.0
1405689318304685115,0.0,0.0,0.0,1.0,1.0,0.0
1405689318314798116,0.0,0.0,0.0,1.0,1.0,0.0
1405689318324793100,0.0,0.0,0.0,1.0,1.0,0.0
1405689318334664106,0.0,0.0,0.0,1.0,1.0,0.0
1405689318344588994,0.0,0.0,0.0,1.0,1.0,0.0
1405689318354897022,0.0,0.0,0.0,1.0,1.0,0.0
1405689318364597082,0.0,0.0,0.0,1.0,1.0,0.0
1405689318374672889,0.0,0.0,0.0,1.0,1.0,0.0
1405689318384598970,0.0,0.0,0.0,1.0,1.0,0.0
1405689318394906997,0.0,0.0,0.0,1.0,1.0,0.0
1405689318404731988,0.0,0.0,0.0,1.0,1.0,0.0
1405689318414628982,0.0,0.0,0.0,1.0,1.0,0.0
1405689318424745082,0.0,0.0,0.0,1.0,1.0,0.0
1405689318434626102,0.0,0.0,0.0,1.0,1.0,0.0
1405689318444714069,0.0,0.0,0.0,1.0,1.0,0.0
1405689318454691886,0.0,0.0,0.0,1.0,1.0,0.0
1405689318464708089,0.0,0.0,0.0,1.0,1.0,0.0
1405689318474644899,0.0,0.0,0.0,1.0,1.0,0.0
1405689318484309911,0.0,0.0,0.0,1.0,1.0,0.0
1405689318494654893,0.0,0.0,0.0,1.0,1.0,0.0
1405689318504765987,0.0,0.0,0.0,1.0,1.0,0.0
1405689318514930009,0.0,0.0,0.0,1.0,1.0,0.0
1405689318524684906,0.0,0.0,0.0,1.0,1.0,0.0
1405689318534567117,0.0,0.0,0.0,1.0,1.0,0.0
1405689318544605016,0.0,0.0,0.0,1.0,1.0,0.0
1405689318554573059,0.0,0.0,0.0,1.0,1.0,0.0
1405689318564450979,0.0,0.0,0.0,1.0,1.0,0.0
1405689318574852943,0.0,0.0,0.0,1.0,1.0,0.0
1405689318584713935,0.0,0.0,0.0,1.0,1.0,0.0
1405689318594749927,0.0,0.0,0.0,1.0,1.0,0.0
1405689318604505062,0.0,0.0,0.0,1.0,1.0,0.0
1405689318614706039,0.0,0.0,0.0,1.0,1.0,0.0
1405689318624722957,0.0,0.0,0.0,1.0,1.0,0.0
